name,brand,type,gender,shape,frame_material,color,price,description,rating,reviews_count
Ray-Ban Rb3025 Classic Aviator,Ray-Ban,sunglasses,unisex,aviator,plastic,black,0.01,"Ray-Ban sunglasses with UV protection, suitable for everyday wear.",4.60,21137
grinderPUNCH Mens Black Super Dark Sunglasses - Slim Wrap Around Gangster Style,grinderPUNCH,sunglasses,male,round,plastic,black,6748.00,"Super Dark Lens Sunglasses - 50% Darker than Standard Sunglasses. Style Great for Both Men! Similar to Biker, Cholo, Gangster Style Sunglasses. 100% UV400 Protection from Harmful Rays. Flexible and Fits the Contour of Your Face! Great for Outdoors, Riding, Fishing, Hiking or Fashion!",4.20,1035
"Oakley Men's OO9236 Valve Rectangular Sunglasses, Black/Grey Black Iridium Polarized, 60 mm",Oakley,sunglasses,male,rectangular,plastic,black,7245.00,"Oakley Men's Valve Polarized Rectangular Sunglasses, Black, 60.8 mm",4.60,2147
Harley-Davidson Men's Hd0006v Cat Eye Sunglasses,Harley-Davidson,sunglasses,male,cat-eye,plastic,black,13.97,Harley-Davidson Mens Kickstart Sunglass Shiny Black/Orange Grey Lens HDV006BLK-3,4.60,89
CARFIA Retro Polarized Sunglasses for Men UV Protection Hand-crafted Acetate Frame Fashion Cool Sun Glasses 53572,CARFIA,sunglasses,male,classic,acetate,black,25.99,"CARFIA sunglasses with UV protection, suitable for everyday wear.",4.50,707
JIM HALO Retro Polarized Sunglasses Men Women Flat Top Square UV400 Glasses for Driving Fishing Hiking Golfing,JIM HALO,sunglasses,unisex,square,plastic,black,9274.00,"JIM HALO sunglasses with UV protection, suitable for everyday wear.",4.40,2885
Knockaround Torrey Pines Polarized Sunglasses for Men & Women - Impact Resistant Lenses & Full UV400 Protection,Knockaround,sunglasses,unisex,round,plastic,black,6856.00,"Knockaround sunglasses with UV protection, suitable for everyday wear.",4.50,546
EYLRIM Thick Square Frame Sunglasses for Women Men Fashion Chunky Rectangle Sun Glasses Black Shades,EYLRIM,sunglasses,unisex,square,plastic,black,6199.00,"EYLRIM is worth to try and trust: EYLRIM glasses adhere to the leading design concept in the fashion industry, and deeply design fashion and classics to keep up with the world trend. EYLRIM always insists on customer first and strictly controls the quality of products to ensure that the products received by customers are perfect.   EYLRIM Thick Rectangle Chunky Sunglasses Features  ▷Thick square frames and classic integrated nasal bracket design, can give you different experience. The classic contour can decorate all kinds of face shapes, with color lens embellishment.  ▷90s These chunky sunglasses are Ideal for outdoors such as parties, photo booths, travel, shopping, daily use, and other outdoor activities. It Is the ideal gifts for friends or families for birthday, Valentine’s Day, Christmas, Thanksgiving Day, and other Holiday Gifts.  ▷These classic trendy square sunglasses can protect your eyes from the sun for a long time. When you explore under the sun, sunglasses can effectively filter harmful ultraviolet rays, provide you with natural and clear vision to discover the beautiful world.  ▷It’s the perfect accessories for any outfit, can go with various of features and clothing.  Package includes: 1* High Quality Sunglasses 1* Microfiber cleaning cloth 1* Microfiber pouch 1* Mini repair screwdriver 1* Exquisite Brand Packing Box CARE: Please use neutral detergent or soap water to clean, gently wipe dry with a clean soft cloth.   We will check the details of each pair of glasses before shipping to ensure that the glasses you receive are free of defects. If you have any problems after receiving the goods, please contact our customer service as soon as possible, and we will solve your problems free of charge.",4.50,146
SUNGAIT Men's Polarized Square Aviator Sunglasses Durable Metal Frame for Fishing Driving Golf 100% UV Protection,SUNGAIT,sunglasses,male,aviator,metal,black,4282.00,"SUNGAIT sunglasses with UV protection, suitable for everyday wear.",4.50,4286
"Ray-Ban Man Sunglasses Black Frame, Green Lenses, 54MM",Ray-Ban,sunglasses,unisex,aviator,plastic,black,0.01,"Timeless and original, colorful and bold. Discover our iconic selection of Ray-Ban sunglasses and eyeglasses for both men and women made to match your style whilst defining your vision. Including the most-loved and best-selling models such as the legendary Aviator, Wayfarer, Clubmaster, Round and many more - not forgetting our fashionable new arrivals too. With different styles for every face shape, find your perfect pair.",4.50,352
LINVO Polarized Sunglasses for Men Women Semi-Rimless Retro Driving Sun Glasses 100% UV400,LINVO,sunglasses,unisex,classic,plastic,black,16.98,"Show your charm and personality,starting with the story of you and LINVO!",4.50,1507
Oakley Men's Oo9239 Crankshaft Rectangular Sunglasses,Oakley,sunglasses,male,rectangular,plastic,blue,4892.00,"Oakley fused their classic Gascan and Fuel Cell sunglasses to create the streetwise Oakley Crankshaft sunglasses. The Oakley Crankshaft rectangular sunglasses feature durable, lightweight O Matter frames and a Three-Point Fit which helps eliminate pressure points while holding lenses in perfect alignment. Each pair of Crankshaft sunglasses sport Oakley's famous Plutonite lenses that block 100% of all UVA, UVB, UVC and harmful blue light up to 400mm.",4.60,4962
Elite Slim Rimless Rectangular Metal & Wood Art Aviator Sunglasses,FLAWLESS EYEWEAR,sunglasses,unisex,aviator,metal,black,4396.00,"FLAWLESS EYEWEAR sunglasses with UV protection, suitable for everyday wear.",4.40,2431
SOJOS Retro Aviator Polarized Sunglasses Womens Mens Vintage Square 70s Shades Classic Sun Glasses UV400 SJ2222,SOJOS,sunglasses,unisex,aviator,plastic,black,13.99,"SOJOS sunglasses with UV protection, suitable for everyday wear.",4.30,51
"Joopin Semi Rimless Sunglasses Polarzied UV400 Protection, Classic Half Frame Shades for Men Women Sun Glasses",Joopin,sunglasses,unisex,classic,plastic,black,10.99,"Joopin sunglasses with UV protection, suitable for everyday wear.",4.40,16454
Bnus corning glass lens polarized sunglasses for men & Women italy made w. High Performance Plastic Lens option,B.N.U.S,sunglasses,unisex,classic,plastic,black,2888.00,"B.N.U.S sunglasses with UV protection, suitable for everyday wear.",4.30,3590
Bio-th Polarized Aviator Sunglasses for Women Men UV Protection Metal Mirror Frame,Bio-th,sunglasses,unisex,aviator,metal,black,5280.00,"Aviator Polorized sunglasses. Large frame, round design and made of high-quality materials. Complex optical system, lenses and polarization for reduced strain in sunlight reaching a safer visual experience.Aviator Polorized Sunglasses are inspired by the classic wayfarer design. The Black Aviator is made from metal and features a clear lens. This pair of sunglasses are perfect for any occasion and will surely turn heads! Our poloroid sunglasses for men & women are the perfect accessory for festive occasions. This classic aviator shape makes you feel stylish, cool and confident. Wear these sunglasses with our designed backpacks, pants and denim jackets to create an amazing outfit that will stand out from the crowd! Our sunglasses are the perfect accessory for any occasion and look great with any outfit. Whether you're at the beach, lounging by the pool or on your way to brunch, these shades can turn any day into a special one. by golly, ocio e ilustrado. Sua vida será espejuelos lentes anteojos 2022 en su última mirada.. Glamorous and versatile sunglasses featuring a sleek yet classic design.These frames are made with a combination of metal and crystal for a look that’s both modern and glam. The lenses are polarized to help reduce glare and UV protection reduces eye strain. Bio-th sunglasses embody the luxury, quality and classic design of the best in aviator polorized sunglasses.",4.40,1820
FEISEDY Vintage Square 70s Flat Aviator Sunglasses Women Men Metal Design Shades B2752,FEISEDY,sunglasses,unisex,aviator,metal,black,16.99,"FEISEDY sunglasses with UV protection, suitable for everyday wear.",4.30,615
FAGUMA Sports Polarized Sunglasses For Men Cycling Driving Fishing 100% UV Protection,FAGUMA,sunglasses,male,classic,plastic,black,2902.00,"FAGUMA sunglasses with UV protection, suitable for everyday wear.",4.40,23144
Frienda 6 Pack Polarized Sport Sunglasses for Men Multipack Fit over Sunglasses Set Mens Sport Fishing Sunglasses,Frienda,sunglasses,male,classic,plastic,black,18.99,"Frienda sunglasses with UV protection, suitable for everyday wear.",4.20,1110
POLARKING 2 PACK Polarized Sport Sunglasses for Men Matte Finish Sun glasses Mirror Lens UV Blocking,POLARKING,sunglasses,male,classic,plastic,black,18.99,"POLARKING sunglasses with UV protection, suitable for everyday wear.",4.50,183
YIMI Polarized Photochromic Outdoor Sports Driving Sunglasses for Men Women AntiGlareEyewear Ultra-Light Sun Glasses,YIMI,sunglasses,unisex,classic,plastic,black,2118.00,"UV400 Polarizing Lens：Sports Sunglasses feature UV400 Polarized Protective Lenses. Polarizing lenses efficiently block harmful UVA and UVB rays, ensuring complete protection from sunlight. The photochromic design can adaptively change the transparency of the lens under outdoor sunlight exposure, making it very suitable for outdoor activities such as cycling, running, fishing, and driving.  Photochromic lenses: Photochromic Sports Sunglasses . These photochromic lenses can automatically adapt to sunlight and UV levels. Enjoy improved comfort and clarity with polarized lenses that reduce glare and haze.  Package Content:  1 X Photochromic Polarized Sunglasses  1 X Glasses Box  1 X Soft Glasses Cloth  1 X Polarized Test Card",3.80,4718
SOJOS Trendy Aviator Sunglasses Mens Womens Retro Metal Rimless Frame Shades Lentes De Sol Para Mujer SJ1192,SOJOS,sunglasses,unisex,aviator,metal,black,14.99,"SOJOS sunglasses with UV protection, suitable for everyday wear.",4.70,676
DEAFRAIN Polarized Sports Sunglasses for Men Women Driving Fishing Cycling Running UV Protection,DEAFRAIN,sunglasses,unisex,classic,plastic,black,11068.00,"DEAFRAIN sunglasses with UV protection, suitable for everyday wear.",4.40,2280
"Ray-Ban Man Sunglasses Havana Frame, Dark Brown Lenses, 57MM",Ray-Ban,sunglasses,unisex,classic,plastic,brown,78.00,"Ray-Ban sunglasses with UV protection, suitable for everyday wear.",4.30,807
KALIYADI Sunglasses Men Polarized Sun glasses for Mens Womens Classic Matte Black Frame UV Protection 3pack,KALIYADI,sunglasses,unisex,classic,plastic,black,10723.00,"KALIYADI sunglasses with UV protection, suitable for everyday wear.",4.60,1116
Oversized Sunglasses Super Lens Thick Rim Frame,Locs,sunglasses,unisex,classic,plastic,black,8.50,"Locs sunglasses with UV protection, suitable for everyday wear.",4.50,2104
EYLRIM Thick Square Frame Sunglasses for Women Men Chunky Rectangle Polarized Sunglasses UV400 Protection,EYLRIM,sunglasses,unisex,square,plastic,black,12.99,"EYLRIM sunglasses with UV protection, suitable for everyday wear.",4.30,860
Calvin Klein Men's Ck19316s Aviator Sunglasses,Calvin Klein,sunglasses,male,aviator,metal,black,6243.00,Classic metal aviator shaped sunglass with adjustable nosepads,4.30,75
Costa Del Mar Men's Rincon Fishing and Watersports Rectangular Sunglasses,Costa Del Mar,sunglasses,male,rectangular,plastic,black,0.01,"Remora's are named after a small fish that hitchhikes on some of the most voracious sharks in the ocean. Costa’s Remora sunglasses are a medium-sized, lightweight frame with a Hydrolite grip that won’t slip. Integral pin hinge provides assisted action when opening and closing the temple; and Polarized 580 Lenses to clearly see what’s out there.",4.60,3334
Carrera Men's Ca133/S Pilot Sunglasses,Carrera,sunglasses,male,classic,plastic,black,40.00,"Carrera sunglasses with UV protection, suitable for everyday wear.",4.60,1218
"Calvin Klein CK19314S Aviator Sunglasses, Black/Black/Grey, 60 mm",Calvin Klein,sunglasses,unisex,aviator,plastic,black,10978.00,"Calvin Klein sunglasses with UV protection, suitable for everyday wear.",4.60,90
JULI Polarized Sports Sunglasses for Men Women Tr90 Unbreakable Frame for Running Fishing Baseball Driving MJ8002,JULI Eyewear,sunglasses,unisex,classic,tr90,black,16.99,"JULI Eyewear sunglasses with UV protection, suitable for everyday wear.",4.50,2563
Ray-Ban Men's Rb3516 Metal Square Sunglasses,Ray-Ban,sunglasses,male,round,metal,black,10960.00,"Every model in the Ray-Ban collection is the product of meticulous, original styling that translates the best of the latest fashion trends into an ever-contemporary look for millions of Ray-Ban wearers around the world. This pair are lightweight and sophisticated for everyday wear. Ray-Ban sunglasses sold by authorized sellers, like Amazon, are eligible for all manufacturer warranties and guarantees. Click on the Ray-Ban link above the product title to shop the entire Ray-Ban sunglass and eyeglass assortment.",4.60,1062
ROCKBROS Photochromic Sunglasses for Men Cycling Sunglasses Sports Bike Glasses,ROCKBROS,sunglasses,male,classic,plastic,black,23.81,"ROCKBROS sunglasses with UV protection, suitable for everyday wear.",4.30,2035
"Ray-Ban Man Sunglasses Black Frame, Green Lenses, 60MM",Ray-Ban,sunglasses,unisex,aviator,plastic,black,3466.00,"Timeless and original, colorful and bold. Discover our iconic selection of Ray-Ban sunglasses and eyeglasses for both men and women made to match your style whilst defining your vision. Including the most-loved and best-selling models such as the legendary Aviator, Wayfarer, Clubmaster, Round and many more - not forgetting our fashionable new arrivals too. With different styles for every face shape, find your perfect pair.",4.50,1288
"Ray-Ban RB4253 Square Sunglasses, Black/Light Grey Gradient Dark Grey, 53 mm",Ray-Ban,sunglasses,unisex,aviator,plastic,black,6310.00,"Ray-Ban is the world's most iconic eyewear brand and is a global leader in its sector. Every model in the Ray-Ban collection is the product of meticulous, original styling that translates the best of the latest fashion trends into an ever-contemporary look for millions of Ray-Ban wearers around the world. From the early Aviator style that emerged in 1937 to the introduction of the classic Wayfarer in 1952, Ray-Ban is a brand that embodies America and adventure, great cities and wide-open spaces, heroism, individuality, and authenticity. Starting with a silver screen debut in 1961, Ray-Ban sunglasses have appeared throughout hundreds of films and have been a favorite on the Hollywood scene for years, both on and off the screen. With timeless and imaginative styles, Ray-Ban consistently blends high-tech design, lenses, and materials. The collection remains true to its classic heritage while continuously evolving to meet today's fashion demands.Ray-Ban is the world's most iconic eyewear brand and is a global leader in its sector. Every model in the Ray-Ban collection is the product of meticulous, original styling that translates the best of the latest fashion trends into an ever-contemporary look for millions of Ray-Ban wearers around the world. From the early Aviator style that emerged in 1937 to the introduction of the classic Wayfarer in 1952, Ray-Ban is a brand that embodies America and adventure, great cities and wide-open spaces, heroism, individuality, and authenticity. Starting with a silver screen debut in 1961, Ray-Ban sunglasses have appeared throughout hundreds of films and have been a favorite on the Hollywood scene for years, both on and off the screen. With timeless and imaginative styles, Ray-Ban consistently blends high-tech design, lenses, and materials.  The collection remains true to its classic heritage while continuously evolving to meet today's fashion demands.",4.40,43
Ray-Ban Rb3025 Classic Polarized Aviator Sunglasses,Ray-Ban,sunglasses,unisex,aviator,metal,brown,8009.00,"Originally designed for U.S. aviators in 1937, Ray-Ban RB3025 Aviator sunglasses have quickly become one of the most iconic sunglasses models in the world. These perfect Ray-Ban Aviators for women and men are a timeless model that combines great aviator styling with exceptional quality, performance, and comfort. Aviator sunglasses by Ray-Ban are comfortable unisex glasses that are offered in multiple frame- and lens-color options. Made famous by the 1980s movie Top Gun and others, these Ray-Ban sunglasses for women and men are known for elegant wire frames that are durable and built to last. With a classic metal frame, you can see the world through a variety of lens colors including crystal brown, crystal green, G-15 non-polarized, and more—all of which provide optimal visual clarity and 100% UV protection. G-15 lenses absorb 85% of visible light and block out most blue light. They provide amazing color contrast and produce better clarity and more natural vision. These sunglasses for women and men are comfortable to wear and make a statement anywhere you wear them. To keep them clean, we’ve included a lens cloth in the case.Ray-Ban is the world’s most iconic eyewear brand and is a global leader in its sector. Every model in the Ray-Ban collection is the product of meticulous, original styling that translates the best of the latest fashion trends into an ever-contemporary look for millions of Ray-Ban wearers around the world. From the early Aviator style that emerged in 1937 to the introduction of the classic Wayfarer in 1952, Ray-Ban is a brand that embodies America, adventure, great cities, wide-open spaces, heroism, individuality, and authenticity.",4.50,9130
"Dockers Men's Colton Sunglasses Polarized Navigator, Black, 57mm",Dockers,sunglasses,male,square,metal,black,11724.00,"Whether relaxing outdoors or taking care of business, feel at ease in these Dockers men’s square sunglasses. This classic shape displays confidence with its thin rubberized matte black frame and metal temples. The smoke lenses are polarized to reduce glare and give 100% UVA-UVB lens protection.",4.50,229
RT100 RIDE YOUR WAY Professional wrap around Frameless Cycling Sunglasses for Men and Women,RT100,sunglasses,unisex,round,plastic,black,28.20,"RT100 – Relentless Pursuit to Optimize Your Performance.For professional athletics, victories depend withing a seconds. For Olympic top champions, it takes only 0.13 seconds reaction time to start the race. RT100 set the new milestone for every winner to break their own records.In RT100, each pair of sunglasses is design to improve your performance. The ergonomics and wraparound design combine customized feature to ensure the sunglasses sit securely in place and fit your face without pressure nor causing headache.Our lenses offer excellent optical clarity and help to spot moving objects, road textures and make object more solid. It helps you shorten your time to react and lower the possible risks that allow you to concentrate on your target.The TR90 plastic is lightweight, flexible and anti-deformation, it’s an ideal material for sport sunglasses. The product is tested in our in-house lab to ensure the best quality and complaint with the standard ANSI Z80.3.Join RT100 to feel the power inside you and react faster each time.",4.50,989
Goodr OG Sunglasses,Goodr,sunglasses,unisex,classic,plastic,black,4917.00,"Look hip and stylish with the goodr A Gingers Soul Polarized Sunglasses. These shades feature a special grip coating that will eliminate slippage when sweating and the snug lightweight frame fits comfortably on the face to prevent bouncing. They also feature a glare reducing, polarized lens with UV400 protection that will keep your eyes protected from the harmful UV rays of the sun.Special Grip CoatingSpecial Grip CoatingSnug, Lightweight FrameSnug, Lightweight FrameGlare Reducing Polarized LensesGlare Reducing Polarized LensesUV400 ProtectionUV400 ProtectionMade for Running, Great for Beasting and BikingMade for Running, Great for Beasting and BikingModel number: OG-BK-BK1Model number: OG-BK-BK1",4.60,6137
"Ironman Men's Tenacity Sunglasses Wrap, Matte Black Rubberized, 52 mm",IRONMAN,sunglasses,male,round,plastic,black,2916.00,"From Foster Grant’s Ironman collection comes Tenacity, a pair of wraparound sunglasses for men from the new Ironman collection. Carefully crafted from matte black rubberized plastic, this pair of retro sunglasses for men feature a full wrap-around frame and impact-resistant smoke-colored lenses with a silver mirror flash tint. Worn for 90 years by global icons and trendsetters, Foster Grant sunglasses are the original American sunglasses brand. Now Foster Grant is the market leader in popular-priced eyewear with a full range of sunglasses, reading glasses and digital glasses. Foster Grant believes in real style – eyewear that is effortlessly fashion-forward and perfectly you, with true quality you can see and feel. Our talented designers in New York, London, and Milan search the globe for the freshest looks and inspiration, and transform them into fashion-forward styles that are uniquely flattering and wearable. Every pair of our eyewear is carefully constructed to give you the most comfortable fit. And with every stylish pair affordably priced, you can create all the looks to express the many shades of you.Coming from Foster grant's Ironman is tenacity, a pair of sunglasses that is ready to work as hard as you do. Crafted from a Matte Black Rubberized, plastic material, this wrap frame holds semi rimless Smoke lenses that have a tint of silver mirror flash. The arms of this pair of men's sunglasses hold a yellow accent.",4.40,586
FURISHQI Classic Polarized Sunglasses for Men and Women Retro Style Semi Rimless Frame Sun Glasses 100% UV Protection Goggles,FURISHQI,sunglasses,unisex,classic,plastic,black,21.95,"FURISHQI sunglasses with UV protection, suitable for everyday wear.",4.50,148
TOREGE Polarized Sports Sunglasses for Men Women Cycling Running Driving Fishing Glasses TR002,TOREGE,sunglasses,unisex,classic,plastic,black,2831.00,"TOREGE sunglasses with UV protection, suitable for everyday wear.",4.40,12745
"Under Armour Men's Blitzing Wrap Sunglasses, Shiny Jet Gray, 70mm, 9mm",Under Armour,sunglasses,male,classic,plastic,black,2978.00,"Eyewear made by Under Armour means you are getting a high-quality piece. This wrap frame is targeted to the male consumer. This frame is made of plastic frame and the lens is high quality plastic. To ensure the perfect fit, the size of this eyewear is: 70mm, 9mm, 125mm for the lens, bridge, and temple size",4.40,141
Baililai Unisex Polarized Sunglasses Trendy Sunglasses Men/Women 100% UV blocking 1439S,Baililai,sunglasses,unisex,classic,plastic,black,10707.00,"Baililai sunglasses with UV protection, suitable for everyday wear.",4.50,393
BIRCEN Mens Sunglasses Polarized UV Protection: Classic Shades for Men Driving Fishing with Al-Mg Metal Frame,BIRCEN,sunglasses,male,classic,metal,black,11555.00,"BIRCEN sunglasses with UV protection, suitable for everyday wear.",4.30,2790
Joopin Hippie Round Sunglasses for Women Men Circle Sun Glasses UV400 Protection,Joopin,sunglasses,unisex,round,plastic,black,11.97,"Joopin sunglasses with UV protection, suitable for everyday wear.",4.50,18756
SHEEN KELLY Retro Rectangular Sunglasses Women Men Square Vintage Chunky Gradual Lens Luxury Gold Eyewear,SHEEN KELLY,sunglasses,unisex,square,plastic,gold,14.98,"SHEEN KELLY sunglasses with UV protection, suitable for everyday wear.",4.40,343
grinderPUNCH - Big XL Wide Frame Extra Large Aviator Sunglasses Oversized 148mm,grinderPUNCH,sunglasses,unisex,aviator,plastic,black,11988.00,"grinderPUNCH Extra Large Wide fit aviator sunglasses. Great for both men and women. 100% UV400 Protection from harmful UVA and UVB rays. Extra Large Aviator Sunglasses, Lens Width: 62mm, Lens Height: 55mm, Overall Frame Width: 148mm. Adjustable Nose Pads, for a comforatble fit. Spring hinge arms - hyperextends. Each pair comes with a grinderPUNCH microfiber cleaning pouch.",4.20,1146
"Ray-Ban Man Sunglasses Black Frame, Green Classic G-15 Lenses, 59MM",Ray-Ban,sunglasses,unisex,aviator,plastic,black,7503.00,"Timeless and original, colorful and bold. Discover our iconic selection of Ray-Ban sunglasses and eyeglasses for both men and women made to match your style whilst defining your vision. Including the most-loved and best-selling models such as the legendary Aviator, Wayfarer, Clubmaster, Round and many more - not forgetting our fashionable new arrivals too. With different styles for every face shape, find your perfect pair.",4.50,1086
ROCKBROS Photochromic Sunglasses Mens Bike Glasses for Sports Cycling Biking Running Fishing Sunglasses UV Protection,ROCKBROS,sunglasses,male,classic,plastic,black,22.99,"ROCKBROS sunglasses with UV protection, suitable for everyday wear.",4.30,1081
"ROCKBROS Photochromic Sports Sunglasses Mens Cycling Glasses MTB Biking Sunglasses, with Removable Elasctic Band",ROCKBROS,sunglasses,male,classic,plastic,black,3201.00,"ROCKBROS sunglasses with UV protection, suitable for everyday wear.",4.30,532
Oakley Men's Oo9417 Holbrook XL Square Sunglasses,Oakley,sunglasses,male,square,metal,black,10826.00,"Taking inspirational cues from classic film and music stars, the Oakley Holbrook XL sunglasses never look out of place. Plutonite Material lenses filters out 100% UV rays. Prizm lens treatment controls light transmissions for maximized contrast and clarity. Polarized lenses on certain models helps to cut glare; see color name for details. Six-base lens curvature offers optimized peripheral vision and side protection. Offers the protection and impact resistance that meets ANSI Z87.1 basic impact standards. O Matter frames are formulated for high durability and high flexibility for improved safety during impact. Maintains resistance to ultra-violet radiation, humidity, thermal shock, and chemical exposure. Three-Point Fit system holds lenses in precise optical alignment for supreme comfort and performance. Metal bolt accents on front of frame. Metal Oakley icon accents on side arms.",4.70,7562
GLINDAR Men's Women's Polarized Aviator Sunglasses Vintage Oversized Square Glasses,GLINDAR,sunglasses,unisex,aviator,plastic,black,5778.00,"GLINDAR sunglasses with UV protection, suitable for everyday wear.",4.30,853
Bnus italy made classic sunglasses corning real glass lens w. polarized option,B.N.U.S,sunglasses,male,classic,plastic,blue,0.01,"Natural Glass=Natural Vision By absorbing 85% of visible light and blocking out most of the blue light, the Natural Glass lenses ensure better clarity of vision and remarkable color contrast, providing a more 'natural vision'. Consumers will also like the fact that they are more exceptional scratch resistance than comparable plastics. HD Polarized=Live Glare Free A headache from glare can ruin your day. Golfers have to deal with the performance-killing distraction of glare from water hazards, bunkers and flat areas. Fishing sessions can be futile when blinding rays bounce off water and hide the keepers. Driving in glare can be risky, and road cyclists know how glare can hide potholes and other dangers. Any skier or snowboarder can tell you how glare distracts, diminishes mental focus and drains energy with tension. BINI Optical developed HD Polarized lenses for elite athletes but our technology serves everyone. Because glare doesn’t care if you’re a sport champion, weekend warrior or just someone who enjoys the sun. BINI Optical=Technology+Craftsmanship BINI Optical Manufacturing Co. is a US based leader in the design and manufacturing eyewear and replacement lenses with high technology and quality. Alongside the proprietary brands, the portfolio has over 10 licensed brands, including some of the most well-known names in the global fashion and luxury industries. Each collection, each pair of glasses is the result of an ongoing R&D process which combines passion, innovation and creativity with the latest technology and master craftsmanship. About BINI OPTICS BNUS designs and realizes high performance exclusive sunglasses, optimizing safety and performance to meet the uncompromising demands of all our costumers who ask and want only the best quality is our number one concern, especially when it comes to sunglasses, which are so vital to eye health.",4.40,5805
ATTCL Men's Driving Polarized Sunglasses For Men - Al-Mg Metal Frame Ultra Light,ATTCL,sunglasses,male,classic,metal,black,8309.00,"ATTCL sunglasses with UV protection, suitable for everyday wear.",4.30,3322
Oakley Men's Oo9213 M Frame 2.0 Industrial Rectangular Sunglasses,Oakley,sunglasses,male,rectangular,plastic,black,3735.00,"The Oakley SI M Frame 2.0 Industrial meets ANSI Z87.1 Industrial Standards for high-mass and high-velocity impact protection. The M Frame 2.0 additionally meets MIL SPEC MIL-PRF 31013. All lenses are made of pure Plutonite® a proprietary material that offers the highest level of optical clarity available in eyewear. It also features a clip that holds the lens and frame together providing more secure support. Oakley products sold by authorized sellers, like Amazon.com, are eligible for all manufacturer warranties and guarantees. Visit the Oakley shop by clicking on the brand link above to shop the entire Oakley assortment.",4.70,1224
A｜X ARMANI EXCHANGE Men's Ax4049sf Low Bridge Fit Square Sunglasses,A｜X ARMANI EXCHANGE,sunglasses,male,square,plastic,black,9333.00,"Young and contemporary, A|X Armani Exchange sunglasses redefine the essentials of Armani style through a sophisticated use of urban style. These Armani Exchange AX4049SF Asian fit, also called alternative fit, men's sunglasses feature a square frame with a classic bridge, slim two-tone temples embellished with the Armani Exchange logo and solid lenses. Alternative fit frames have a specially designed bridge for those with higher cheekbones and wider nose bridges ensuring the frames rest on the nose and prevent sliding. The lenses on the AX4049SF sunglasses are scratch resistance and are coated with 100% UV protection to protect your eyes from harmful UV rays. Each pair of A|X Armani Exchange sunglasses come with a sunglass case and cleaning cloth to clean, protect and store your sunglasses. A|X Armani Exchange sunglasses sold by authorized sellers, like Amazon..",4.30,115
Ray-Ban RB3478 Rectangular Sunglasses,Ray-Ban,sunglasses,unisex,round,plastic,black,2220.00,"Modern design and utility combine effortlessly in this Black Forest 2.0 Shell 3L 15K Pant. Our ski pants feature FN DRY 15K fabrication, hydrophilic lamination, a durable water-repellent treatment that provides outstanding warmth and moisture management, and articulated knees to offer extended mobility. An adjustable waistband in our waterproof pants adds added comfort, and zippered cuffs and snow gaiters deliver snow protection. It’s finished with a zippered ventilation system and three watertight pockets. What we do is sacred to us. The passion we have for sports, technology, innovation, service, and unconventional thinking unites us and enables us to do our best work. We surround ourselves with people who bring that same intensity and excitement to the work they do. We ensure our manufacturing facilities meet all of Oakley’s rigorous and uncompromising standards to allow us to achieve the highest possible level of quality. We consistently monitor production and regularly test components to ensure products made in our facilities continue to earn the right to bear the Oakley icon. If it’s not good enough for the world’s best, it’s not good enough. That goes for each and every product we make, no matter where we make it.",4.50,1475
ENTHYI Rimless Star shape Sunglasses Personality Sun Glasses for women/men Party glasses personality pentagram eyewears,ENTHYI,sunglasses,female,classic,plastic,black,11959.00,"ENTHYI sunglasses with UV protection, suitable for everyday wear.",4.50,1077
ACBLUCE Mens Aviator Sunglasses 53mm TAC Polarized Lense Military Style Metal Frame with Bayonet Temples,ACBLUCE,sunglasses,male,aviator,metal,black,9985.00,"ACBLUCE sunglasses with UV protection, suitable for everyday wear.",4.20,2172
Oakley Men's Oo9188 Flak 2.0 XL Rectangular Sunglasses,Oakley,sunglasses,male,rectangular,plastic,black,7441.00,"The XL edition of the Oakley Flak 2.0 sunglasses offers a standard size frame with enhanced lens coverage, and every millimeter of the peripheral view is optimized with High Definition Optics in a durable yet lightweight design that takes performance to the next level and brings style along for the ride. Essential gear for competition, the Oakley Flak 2.0 XL Sunglasses have a 8.75 base lens curvature for protection against sun, wind and impact, and patented XYZ Optics maintains clarity along the full curve while you push your limits with the comfort and secure grip of Unobtainium . Oakley created an array of lens/frame combinations so you can choose options including the glare-cutting power of Polarized optics, the balanced light transmission of Iridium lens coatings, and Prizm lens technology that fine-tunes vision by emphasizing colors where the eye is most sensitive to detail. Oakley was created for world-class athletes, those who see the limits of possibility as just another challenge. Their dedication drives the brand to look beyond the conventional ideas of industry standards. It's in Oakley's DNA to identify problems, create inventions, and wrap those inventions in art. And simply to make things better than anyone thought possible. D",4.70,2213
"Polarized Glasses for Men & Women – Night Vision/Sun Glasses With PC, Rubber Frame & REVO Coating Sports Sunglasses",Optix 55,sunglasses,unisex,classic,plastic,black,1740.00,"Optix 55 sunglasses with UV protection, suitable for everyday wear.",4.00,665
Maui Jim Men's Pailolo Polarized Rectangular Sunglasses,Maui Jim,sunglasses,male,rectangular,plastic,black,4844.00,"The channel between Maui and Molokai, Pailolo, is known for its rough sea conditions, appealing to only the most experienced water-athletes. This style inspires a similar sense of confidence and endurance, with its quintessential lightweight rectangular framework. Showcasing a subtle wrap and patented PolarizedPlus2® lenses, Pailolo offers unparalleled protection in vibrant color for your active lifestyle.",4.20,45
