name,brand,type,gender,shape,frame_material,color,price,description,rating,reviews_count
Polaroid Square Sunglasses 596,Polaroid,sunglasses,female,square,metal,brown,12814,"Коричневые женские очки формы квадратные, металлическая оправа, UV400.",4.74,6704
Ray-Ban Rectangular Sunglasses 597,Ray-Ban,sunglasses,female,rectangular,acetate,black,12567,"Черные женские очки формы прямоугольные, ацетатная оправа, UV400.",4.69,28359
SOJOS Cat-Eye Sunglasses 598,SOJOS,sunglasses,unisex,cat-eye,metal,silver,9870,"Серебристые унисекс очки формы кошачий глаз, металлическая оправа, UV400.",4.74,26195
Vogue Aviator Sunglasses 599,Vogue,sunglasses,unisex,aviator,plastic,silver,8325,"Серебристые унисекс очки формы авиаторы, пластиковая оправа, UV400.",4.95,22470
Carrera Aviator Sunglasses 600,Carrera,sunglasses,unisex,aviator,acetate,black,5617,"Черные унисекс очки формы авиаторы, ацетатная оправа, UV400.",4.04,28490
Prada Square Sunglasses 601,Prada,sunglasses,male,square,acetate,blue,13598,"Синие мужские очки формы квадратные, ацетатная оправа, UV400.",4.52,25452
SOJOS Rectangular Sunglasses 602,SOJOS,sunglasses,female,rectangular,acetate,brown,2720,"Коричневые женские очки формы прямоугольные, ацетатная оправа, UV400.",4.02,5714
Oakley Aviator Sunglasses 603,Oakley,sunglasses,female,aviator,plastic,silver,10619,"Серебристые женские очки формы авиаторы, пластиковая оправа, UV400.",4.12,5293
Vogue Square Sunglasses 604,Vogue,sunglasses,male,square,acetate,silver,4036,"Серебристые мужские очки формы квадратные, ацетатная оправа, UV400.",3.85,10591
Ray-Ban Cat-Eye Sunglasses 605,Ray-Ban,sunglasses,unisex,cat-eye,plastic,gold,14441,"Золотые унисекс очки формы кошачий глаз, пластиковая оправа, UV400.",4.49,11753
Oakley Square Sunglasses 606,Oakley,sunglasses,unisex,square,metal,blue,4512,"Синие унисекс очки формы квадратные, металлическая оправа, UV400.",4.42,25784
Polaroid Cat-Eye Sunglasses 607,Polaroid,sunglasses,female,cat-eye,plastic,blue,3006,"Синие женские очки формы кошачий глаз, пластиковая оправа, UV400.",4.22,28967
SOJOS Square Sunglasses 608,SOJOS,sunglasses,unisex,square,plastic,gold,6309,"Золотые унисекс очки формы квадратные, пластиковая оправа, UV400.",4.06,24683
Prada Aviator Sunglasses 609,Prada,sunglasses,unisex,aviator,acetate,black,7168,"Черные унисекс очки формы авиаторы, ацетатная оправа, UV400.",4.33,29658
SOJOS Square Sunglasses 610,SOJOS,sunglasses,male,square,metal,silver,7822,"Серебристые мужские очки формы квадратные, металлическая оправа, UV400.",4.11,23743
Vogue Cat-Eye Sunglasses 611,Vogue,sunglasses,male,cat-eye,acetate,gold,14653,"Золотые мужские очки формы кошачий глаз, ацетатная оправа, UV400.",4.41,15971
Ray-Ban Round Sunglasses 612,Ray-Ban,sunglasses,female,round,acetate,gold,2849,"Золотые женские очки формы круглые, ацетатная оправа, UV400.",4.94,5505
Ray-Ban Aviator Sunglasses 613,Ray-Ban,sunglasses,unisex,aviator,acetate,brown,11813,"Коричневые унисекс очки формы авиаторы, ацетатная оправа, UV400.",4.73,28362
Guess Round Sunglasses 614,Guess,sunglasses,male,round,acetate,blue,13646,"Синие мужские очки формы круглые, ацетатная оправа, UV400.",4.73,21206
Oakley Round Sunglasses 615,Oakley,sunglasses,unisex,round,plastic,black,13245,"Черные унисекс очки формы круглые, пластиковая оправа, UV400.",4.2,2887
Oakley Round Sunglasses 616,Oakley,sunglasses,male,round,acetate,gold,2654,"Золотые мужские очки формы круглые, ацетатная оправа, UV400.",4.49,7479
Vogue Rectangular Sunglasses 617,Vogue,sunglasses,female,rectangular,acetate,silver,8126,"Серебристые женские очки формы прямоугольные, ацетатная оправа, UV400.",4.32,573
Guess Aviator Sunglasses 618,Guess,sunglasses,unisex,aviator,metal,blue,12009,"Синие унисекс очки формы авиаторы, металлическая оправа, UV400.",4.66,2092
Ray-Ban Aviator Sunglasses 619,Ray-Ban,sunglasses,unisex,aviator,acetate,gold,3238,"Золотые унисекс очки формы авиаторы, ацетатная оправа, UV400.",4.15,22494
Vogue Aviator Sunglasses 620,Vogue,sunglasses,unisex,aviator,plastic,gold,7749,"Золотые унисекс очки формы авиаторы, пластиковая оправа, UV400.",4.27,21670
Ray-Ban Round Sunglasses 621,Ray-Ban,sunglasses,female,round,metal,blue,3734,"Синие женские очки формы круглые, металлическая оправа, UV400.",4.7,26128
Vogue Round Sunglasses 622,Vogue,sunglasses,unisex,round,acetate,gold,14525,"Золотые унисекс очки формы круглые, ацетатная оправа, UV400.",4.84,21251
Carrera Cat-Eye Sunglasses 623,Carrera,sunglasses,male,cat-eye,metal,blue,3519,"Синие мужские очки формы кошачий глаз, металлическая оправа, UV400.",3.85,18786
Guess Cat-Eye Sunglasses 624,Guess,sunglasses,unisex,cat-eye,plastic,black,4941,"Черные унисекс очки формы кошачий глаз, пластиковая оправа, UV400.",4.7,29627
Carrera Rectangular Sunglasses 625,Carrera,sunglasses,male,rectangular,metal,blue,4137,"Синие мужские очки формы прямоугольные, металлическая оправа, UV400.",4.02,20234
Vogue Aviator Sunglasses 626,Vogue,sunglasses,male,aviator,acetate,brown,14601,"Коричневые мужские очки формы авиаторы, ацетатная оправа, UV400.",4.48,1802
Prada Cat-Eye Sunglasses 627,Prada,sunglasses,unisex,cat-eye,plastic,black,12504,"Черные унисекс очки формы кошачий глаз, пластиковая оправа, UV400.",3.88,3237
SOJOS Cat-Eye Sunglasses 628,SOJOS,sunglasses,unisex,cat-eye,plastic,silver,7351,"Серебристые унисекс очки формы кошачий глаз, пластиковая оправа, UV400.",3.95,21498
SOJOS Square Sunglasses 629,SOJOS,sunglasses,male,square,metal,blue,4670,"Синие мужские очки формы квадратные, металлическая оправа, UV400.",4.18,14786
Carrera Square Sunglasses 630,Carrera,sunglasses,unisex,square,metal,blue,10766,"Синие унисекс очки формы квадратные, металлическая оправа, UV400.",4.48,26486
Carrera Round Sunglasses 631,Carrera,sunglasses,female,round,plastic,black,5533,"Черные женские очки формы круглые, пластиковая оправа, UV400.",4.74,23357
Guess Square Sunglasses 632,Guess,sunglasses,female,square,acetate,brown,13509,"Коричневые женские очки формы квадратные, ацетатная оправа, UV400.",4.2,15747
Prada Square Sunglasses 633,Prada,sunglasses,female,square,plastic,gold,10538,"Золотые женские очки формы квадратные, пластиковая оправа, UV400.",3.93,21173
Oakley Round Sunglasses 634,Oakley,sunglasses,female,round,metal,blue,5812,"Синие женские очки формы круглые, металлическая оправа, UV400.",4.68,20553
Oakley Aviator Sunglasses 635,Oakley,sunglasses,unisex,aviator,acetate,black,11848,"Черные унисекс очки формы авиаторы, ацетатная оправа, UV400.",3.84,19087
Guess Round Sunglasses 636,Guess,sunglasses,unisex,round,acetate,black,5769,"Черные унисекс очки формы круглые, ацетатная оправа, UV400.",4.45,17704
Prada Round Sunglasses 637,Prada,sunglasses,unisex,round,plastic,gold,5158,"Золотые унисекс очки формы круглые, пластиковая оправа, UV400.",4.87,19340
Vogue Rectangular Sunglasses 638,Vogue,sunglasses,male,rectangular,acetate,blue,2983,"Синие мужские очки формы прямоугольные, ацетатная оправа, UV400.",4.28,16475
Ray-Ban Round Sunglasses 639,Ray-Ban,sunglasses,unisex,round,acetate,blue,4217,"Синие унисекс очки формы круглые, ацетатная оправа, UV400.",4.71,4619
Prada Round Sunglasses 640,Prada,sunglasses,male,round,acetate,blue,12303,"Синие мужские очки формы круглые, ацетатная оправа, UV400.",4.85,4810
Prada Aviator Sunglasses 641,Prada,sunglasses,female,aviator,plastic,brown,5296,"Коричневые женские очки формы авиаторы, пластиковая оправа, UV400.",3.88,12125
SOJOS Round Sunglasses 642,SOJOS,sunglasses,male,round,plastic,blue,7858,"Синие мужские очки формы круглые, пластиковая оправа, UV400.",4.36,14917
Ray-Ban Square Sunglasses 643,Ray-Ban,sunglasses,male,square,acetate,black,10042,"Черные мужские очки формы квадратные, ацетатная оправа, UV400.",4.56,8981
Vogue Cat-Eye Sunglasses 644,Vogue,sunglasses,unisex,cat-eye,metal,blue,7671,"Синие унисекс очки формы кошачий глаз, металлическая оправа, UV400.",4.58,11990
Oakley Square Sunglasses 645,Oakley,sunglasses,unisex,square,metal,silver,9960,"Серебристые унисекс очки формы квадратные, металлическая оправа, UV400.",4.29,26799
Carrera Rectangular Sunglasses 646,Carrera,sunglasses,female,rectangular,metal,blue,9722,"Синие женские очки формы прямоугольные, металлическая оправа, UV400.",4.86,14434
Polaroid Aviator Sunglasses 647,Polaroid,sunglasses,male,aviator,acetate,blue,6100,"Синие мужские очки формы авиаторы, ацетатная оправа, UV400.",4.05,6144
Polaroid Cat-Eye Sunglasses 648,Polaroid,sunglasses,female,cat-eye,acetate,black,5273,"Черные женские очки формы кошачий глаз, ацетатная оправа, UV400.",4.3,10840
Oakley Rectangular Sunglasses 649,Oakley,sunglasses,female,rectangular,metal,silver,11179,"Серебристые женские очки формы прямоугольные, металлическая оправа, UV400.",3.99,27327
Guess Round Sunglasses 650,Guess,sunglasses,male,round,metal,black,10896,"Черные мужские очки формы круглые, металлическая оправа, UV400.",4.51,4434
Ray-Ban Round Sunglasses 651,Ray-Ban,sunglasses,unisex,round,metal,black,5731,"Черные унисекс очки формы круглые, металлическая оправа, UV400.",4.91,16949
Guess Cat-Eye Sunglasses 652,Guess,sunglasses,unisex,cat-eye,acetate,black,13427,"Черные унисекс очки формы кошачий глаз, ацетатная оправа, UV400.",4.59,9308
Oakley Rectangular Sunglasses 653,Oakley,sunglasses,male,rectangular,plastic,blue,9391,"Синие мужские очки формы прямоугольные, пластиковая оправа, UV400.",4.0,27229
Guess Round Sunglasses 654,Guess,sunglasses,unisex,round,metal,blue,11710,"Синие унисекс очки формы круглые, металлическая оправа, UV400.",4.59,8687
Polaroid Square Sunglasses 655,Polaroid,sunglasses,unisex,square,acetate,silver,11176,"Серебристые унисекс очки формы квадратные, ацетатная оправа, UV400.",3.88,12413
Guess Aviator Sunglasses 656,Guess,sunglasses,male,aviator,metal,black,10064,"Черные мужские очки формы авиаторы, металлическая оправа, UV400.",4.83,16546
Guess Cat-Eye Sunglasses 657,Guess,sunglasses,male,cat-eye,metal,black,9296,"Черные мужские очки формы кошачий глаз, металлическая оправа, UV400.",4.88,19674
Ray-Ban Cat-Eye Sunglasses 658,Ray-Ban,sunglasses,unisex,cat-eye,metal,black,9401,"Черные унисекс очки формы кошачий глаз, металлическая оправа, UV400.",4.59,29576
Ray-Ban Rectangular Sunglasses 659,Ray-Ban,sunglasses,unisex,rectangular,plastic,blue,7568,"Синие унисекс очки формы прямоугольные, пластиковая оправа, UV400.",4.85,22880
Guess Rectangular Sunglasses 660,Guess,sunglasses,male,rectangular,plastic,silver,11150,"Серебристые мужские очки формы прямоугольные, пластиковая оправа, UV400.",4.77,29768
Oakley Round Sunglasses 661,Oakley,sunglasses,female,round,plastic,gold,14047,"Золотые женские очки формы круглые, пластиковая оправа, UV400.",4.08,28169
Oakley Cat-Eye Sunglasses 662,Oakley,sunglasses,female,cat-eye,plastic,blue,5723,"Синие женские очки формы кошачий глаз, пластиковая оправа, UV400.",4.03,23257
Ray-Ban Cat-Eye Sunglasses 663,Ray-Ban,sunglasses,unisex,cat-eye,acetate,black,1617,"Черные унисекс очки формы кошачий глаз, ацетатная оправа, UV400.",4.25,6751
Carrera Square Sunglasses 664,Carrera,sunglasses,female,square,metal,black,8480,"Черные женские очки формы квадратные, металлическая оправа, UV400.",4.58,8331
Vogue Rectangular Sunglasses 665,Vogue,sunglasses,unisex,rectangular,plastic,blue,11525,"Синие унисекс очки формы прямоугольные, пластиковая оправа, UV400.",4.13,22322
Guess Rectangular Sunglasses 666,Guess,sunglasses,male,rectangular,acetate,blue,9404,"Синие мужские очки формы прямоугольные, ацетатная оправа, UV400.",4.01,18340
Prada Square Sunglasses 667,Prada,sunglasses,female,square,plastic,blue,14184,"Синие женские очки формы квадратные, пластиковая оправа, UV400.",4.65,24130
Polaroid Aviator Sunglasses 668,Polaroid,sunglasses,unisex,aviator,plastic,brown,14330,"Коричневые унисекс очки формы авиаторы, пластиковая оправа, UV400.",4.64,5321
Oakley Cat-Eye Sunglasses 669,Oakley,sunglasses,male,cat-eye,plastic,silver,14621,"Серебристые мужские очки формы кошачий глаз, пластиковая оправа, UV400.",4.46,22861
Ray-Ban Rectangular Sunglasses 670,Ray-Ban,sunglasses,male,rectangular,metal,black,14988,"Черные мужские очки формы прямоугольные, металлическая оправа, UV400.",3.97,19688
Guess Aviator Sunglasses 671,Guess,sunglasses,male,aviator,metal,gold,7575,"Золотые мужские очки формы авиаторы, металлическая оправа, UV400.",3.9,1257
Guess Cat-Eye Sunglasses 672,Guess,sunglasses,female,cat-eye,plastic,blue,13158,"Синие женские очки формы кошачий глаз, пластиковая оправа, UV400.",4.96,1902
Polaroid Rectangular Sunglasses 673,Polaroid,sunglasses,unisex,rectangular,metal,silver,4804,"Серебристые унисекс очки формы прямоугольные, металлическая оправа, UV400.",4.82,26362
Vogue Aviator Sunglasses 674,Vogue,sunglasses,male,aviator,acetate,blue,9951,"Синие мужские очки формы авиаторы, ацетатная оправа, UV400.",4.64,20178
Polaroid Aviator Sunglasses 675,Polaroid,sunglasses,unisex,aviator,metal,gold,12231,"Золотые унисекс очки формы авиаторы, металлическая оправа, UV400.",3.8,5179
Oakley Rectangular Sunglasses 676,Oakley,sunglasses,female,rectangular,acetate,gold,7974,"Золотые женские очки формы прямоугольные, ацетатная оправа, UV400.",4.29,6583
Ray-Ban Aviator Sunglasses 677,Ray-Ban,sunglasses,unisex,aviator,acetate,black,6161,"Черные унисекс очки формы авиаторы, ацетатная оправа, UV400.",4.67,18341
Carrera Square Sunglasses 678,Carrera,sunglasses,female,square,acetate,brown,4687,"Коричневые женские очки формы квадратные, ацетатная оправа, UV400.",4.35,13256
Ray-Ban Round Sunglasses 679,Ray-Ban,sunglasses,female,round,acetate,silver,3244,"Серебристые женские очки формы круглые, ацетатная оправа, UV400.",4.47,16507
Vogue Aviator Sunglasses 680,Vogue,sunglasses,female,aviator,plastic,blue,10313,"Синие женские очки формы авиаторы, пластиковая оправа, UV400.",4.78,18858
Vogue Rectangular Sunglasses 681,Vogue,sunglasses,unisex,rectangular,acetate,silver,9423,"Серебристые унисекс очки формы прямоугольные, ацетатная оправа, UV400.",4.72,24840
Carrera Rectangular Sunglasses 682,Carrera,sunglasses,female,rectangular,metal,blue,9396,"Синие женские очки формы прямоугольные, металлическая оправа, UV400.",3.94,2233
Guess Round Sunglasses 683,Guess,sunglasses,unisex,round,plastic,brown,8257,"Коричневые унисекс очки формы круглые, пластиковая оправа, UV400.",4.95,16944
Ray-Ban Square Sunglasses 684,Ray-Ban,sunglasses,unisex,square,plastic,brown,3023,"Коричневые унисекс очки формы квадратные, пластиковая оправа, UV400.",4.28,24556
Carrera Cat-Eye Sunglasses 685,Carrera,sunglasses,male,cat-eye,plastic,brown,6642,"Коричневые мужские очки формы кошачий глаз, пластиковая оправа, UV400.",4.22,29324
Vogue Round Sunglasses 686,Vogue,sunglasses,male,round,acetate,silver,4771,"Серебристые мужские очки формы круглые, ацетатная оправа, UV400.",4.08,7951
Vogue Round Sunglasses 687,Vogue,sunglasses,male,round,metal,brown,11635,"Коричневые мужские очки формы круглые, металлическая оправа, UV400.",4.23,25544
Oakley Aviator Sunglasses 688,Oakley,sunglasses,male,aviator,acetate,silver,1608,"Серебристые мужские очки формы авиаторы, ацетатная оправа, UV400.",4.72,17763
Ray-Ban Square Sunglasses 689,Ray-Ban,sunglasses,female,square,plastic,blue,9566,"Синие женские очки формы квадратные, пластиковая оправа, UV400.",4.88,28888
Vogue Round Sunglasses 690,Vogue,sunglasses,female,round,plastic,blue,8018,"Синие женские очки формы круглые, пластиковая оправа, UV400.",4.07,18916
Polaroid Cat-Eye Sunglasses 691,Polaroid,sunglasses,male,cat-eye,plastic,silver,10359,"Серебристые мужские очки формы кошачий глаз, пластиковая оправа, UV400.",3.84,11399
Guess Round Sunglasses 692,Guess,sunglasses,unisex,round,metal,silver,12940,"Серебристые унисекс очки формы круглые, металлическая оправа, UV400.",4.42,10363
Ray-Ban Round Sunglasses 693,Ray-Ban,sunglasses,male,round,acetate,silver,3150,"Серебристые мужские очки формы круглые, ацетатная оправа, UV400.",4.19,20099
Vogue Cat-Eye Sunglasses 694,Vogue,sunglasses,male,cat-eye,metal,gold,5913,"Золотые мужские очки формы кошачий глаз, металлическая оправа, UV400.",4.37,20109
Carrera Round Sunglasses 695,Carrera,sunglasses,female,round,plastic,silver,4949,"Серебристые женские очки формы круглые, пластиковая оправа, UV400.",4.3,24667
Carrera Rectangular Sunglasses 696,Carrera,sunglasses,female,rectangular,plastic,gold,4447,"Золотые женские очки формы прямоугольные, пластиковая оправа, UV400.",4.49,18890
SOJOS Square Sunglasses 697,SOJOS,sunglasses,male,square,acetate,brown,8581,"Коричневые мужские очки формы квадратные, ацетатная оправа, UV400.",4.83,6444
Polaroid Round Sunglasses 698,Polaroid,sunglasses,unisex,round,metal,silver,4393,"Серебристые унисекс очки формы круглые, металлическая оправа, UV400.",4.31,4426
Carrera Square Sunglasses 699,Carrera,sunglasses,female,square,acetate,gold,10803,"Золотые женские очки формы квадратные, ацетатная оправа, UV400.",3.86,3263
Polaroid Round Sunglasses 700,Polaroid,sunglasses,male,round,plastic,gold,11819,"Золотые мужские очки формы круглые, пластиковая оправа, UV400.",3.92,24418
Carrera Square Sunglasses 701,Carrera,sunglasses,female,square,acetate,gold,10633,"Золотые женские очки формы квадратные, ацетатная оправа, UV400.",4.92,8464
Carrera Rectangular Sunglasses 702,Carrera,sunglasses,male,rectangular,plastic,black,12634,"Черные мужские очки формы прямоугольные, пластиковая оправа, UV400.",4.96,6539
Polaroid Square Sunglasses 703,Polaroid,sunglasses,female,square,acetate,gold,9863,"Золотые женские очки формы квадратные, ацетатная оправа, UV400.",4.38,24154
Prada Rectangular Sunglasses 704,Prada,sunglasses,male,rectangular,plastic,blue,9098,"Синие мужские очки формы прямоугольные, пластиковая оправа, UV400.",4.56,4766
Polaroid Square Sunglasses 705,Polaroid,sunglasses,unisex,square,acetate,silver,11532,"Серебристые унисекс очки формы квадратные, ацетатная оправа, UV400.",4.49,27836
Oakley Round Sunglasses 706,Oakley,sunglasses,male,round,metal,gold,6636,"Золотые мужские очки формы круглые, металлическая оправа, UV400.",4.18,9567
Vogue Rectangular Sunglasses 707,Vogue,sunglasses,unisex,rectangular,plastic,gold,14295,"Золотые унисекс очки формы прямоугольные, пластиковая оправа, UV400.",4.84,11920
Prada Round Sunglasses 708,Prada,sunglasses,female,round,metal,brown,3548,"Коричневые женские очки формы круглые, металлическая оправа, UV400.",4.67,21713
Vogue Aviator Sunglasses 709,Vogue,sunglasses,unisex,aviator,metal,brown,8005,"Коричневые унисекс очки формы авиаторы, металлическая оправа, UV400.",3.92,2110
Prada Aviator Sunglasses 710,Prada,sunglasses,unisex,aviator,plastic,black,10084,"Черные унисекс очки формы авиаторы, пластиковая оправа, UV400.",4.72,2747
Oakley Cat-Eye Sunglasses 711,Oakley,sunglasses,female,cat-eye,metal,brown,12228,"Коричневые женские очки формы кошачий глаз, металлическая оправа, UV400.",4.92,12794
Vogue Round Sunglasses 712,Vogue,sunglasses,male,round,plastic,gold,11764,"Золотые мужские очки формы круглые, пластиковая оправа, UV400.",3.95,17280
Polaroid Aviator Sunglasses 713,Polaroid,sunglasses,male,aviator,plastic,gold,9301,"Золотые мужские очки формы авиаторы, пластиковая оправа, UV400.",4.36,28557
Vogue Rectangular Sunglasses 714,Vogue,sunglasses,unisex,rectangular,acetate,brown,10335,"Коричневые унисекс очки формы прямоугольные, ацетатная оправа, UV400.",4.01,19601
Prada Cat-Eye Sunglasses 715,Prada,sunglasses,unisex,cat-eye,acetate,silver,11982,"Серебристые унисекс очки формы кошачий глаз, ацетатная оправа, UV400.",4.57,10166
Carrera Cat-Eye Sunglasses 716,Carrera,sunglasses,female,cat-eye,metal,brown,8739,"Коричневые женские очки формы кошачий глаз, металлическая оправа, UV400.",4.17,13527
Vogue Square Sunglasses 717,Vogue,sunglasses,male,square,metal,black,10074,"Черные мужские очки формы квадратные, металлическая оправа, UV400.",4.78,27805
Polaroid Square Sunglasses 718,Polaroid,sunglasses,female,square,acetate,silver,1636,"Серебристые женские очки формы квадратные, ацетатная оправа, UV400.",4.63,16139
Prada Aviator Sunglasses 719,Prada,sunglasses,female,aviator,plastic,silver,11281,"Серебристые женские очки формы авиаторы, пластиковая оправа, UV400.",4.08,256
Carrera Rectangular Sunglasses 720,Carrera,sunglasses,male,rectangular,plastic,blue,7967,"Синие мужские очки формы прямоугольные, пластиковая оправа, UV400.",4.1,23447
Guess Round Sunglasses 721,Guess,sunglasses,female,round,metal,gold,8417,"Золотые женские очки формы круглые, металлическая оправа, UV400.",4.55,16948
Vogue Cat-Eye Sunglasses 722,Vogue,sunglasses,female,cat-eye,plastic,gold,4580,"Золотые женские очки формы кошачий глаз, пластиковая оправа, UV400.",4.82,5997
Polaroid Aviator Sunglasses 723,Polaroid,sunglasses,female,aviator,acetate,silver,8918,"Серебристые женские очки формы авиаторы, ацетатная оправа, UV400.",4.13,20426
Prada Square Sunglasses 724,Prada,sunglasses,male,square,metal,black,2313,"Черные мужские очки формы квадратные, металлическая оправа, UV400.",4.96,745
Polaroid Square Sunglasses 725,Polaroid,sunglasses,male,square,metal,gold,13217,"Золотые мужские очки формы квадратные, металлическая оправа, UV400.",4.33,288
SOJOS Round Sunglasses 726,SOJOS,sunglasses,male,round,plastic,black,5058,"Черные мужские очки формы круглые, пластиковая оправа, UV400.",4.21,10229
Prada Rectangular Sunglasses 727,Prada,sunglasses,female,rectangular,plastic,black,2814,"Черные женские очки формы прямоугольные, пластиковая оправа, UV400.",4.81,4807
Ray-Ban Rectangular Sunglasses 728,Ray-Ban,sunglasses,female,rectangular,acetate,black,9202,"Черные женские очки формы прямоугольные, ацетатная оправа, UV400.",4.02,29370
Vogue Aviator Sunglasses 729,Vogue,sunglasses,female,aviator,acetate,black,5578,"Черные женские очки формы авиаторы, ацетатная оправа, UV400.",4.26,14534
SOJOS Aviator Sunglasses 730,SOJOS,sunglasses,unisex,aviator,plastic,brown,13547,"Коричневые унисекс очки формы авиаторы, пластиковая оправа, UV400.",4.73,17096
SOJOS Rectangular Sunglasses 731,SOJOS,sunglasses,female,rectangular,plastic,gold,4098,"Золотые женские очки формы прямоугольные, пластиковая оправа, UV400.",4.55,1402
Oakley Rectangular Sunglasses 732,Oakley,sunglasses,female,rectangular,metal,gold,7405,"Золотые женские очки формы прямоугольные, металлическая оправа, UV400.",4.87,28320
SOJOS Round Sunglasses 733,SOJOS,sunglasses,male,round,plastic,silver,1746,"Серебристые мужские очки формы круглые, пластиковая оправа, UV400.",4.0,9067
Oakley Round Sunglasses 734,Oakley,sunglasses,female,round,metal,black,11020,"Черные женские очки формы круглые, металлическая оправа, UV400.",4.74,15593
Polaroid Aviator Sunglasses 735,Polaroid,sunglasses,female,aviator,metal,brown,9690,"Коричневые женские очки формы авиаторы, металлическая оправа, UV400.",3.91,20291
Carrera Aviator Sunglasses 736,Carrera,sunglasses,unisex,aviator,plastic,black,12060,"Черные унисекс очки формы авиаторы, пластиковая оправа, UV400.",3.98,17595
Oakley Rectangular Sunglasses 737,Oakley,sunglasses,male,rectangular,plastic,brown,10648,"Коричневые мужские очки формы прямоугольные, пластиковая оправа, UV400.",4.75,24815
Carrera Round Sunglasses 738,Carrera,sunglasses,female,round,acetate,black,7689,"Черные женские очки формы круглые, ацетатная оправа, UV400.",4.23,4434
Vogue Rectangular Sunglasses 739,Vogue,sunglasses,male,rectangular,acetate,silver,6328,"Серебристые мужские очки формы прямоугольные, ацетатная оправа, UV400.",4.45,16079
SOJOS Round Sunglasses 740,SOJOS,sunglasses,unisex,round,plastic,blue,6803,"Синие унисекс очки формы круглые, пластиковая оправа, UV400.",4.68,9041
Polaroid Cat-Eye Sunglasses 741,Polaroid,sunglasses,male,cat-eye,plastic,brown,6344,"Коричневые мужские очки формы кошачий глаз, пластиковая оправа, UV400.",4.78,17767
Carrera Aviator Sunglasses 742,Carrera,sunglasses,female,aviator,plastic,blue,13520,"Синие женские очки формы авиаторы, пластиковая оправа, UV400.",4.02,633
Carrera Round Sunglasses 743,Carrera,sunglasses,unisex,round,acetate,gold,2537,"Золотые унисекс очки формы круглые, ацетатная оправа, UV400.",4.59,17680
Guess Cat-Eye Sunglasses 744,Guess,sunglasses,male,cat-eye,acetate,silver,4025,"Серебристые мужские очки формы кошачий глаз, ацетатная оправа, UV400.",4.54,10590
Guess Square Sunglasses 745,Guess,sunglasses,unisex,square,metal,black,10072,"Черные унисекс очки формы квадратные, металлическая оправа, UV400.",4.59,1454
Polaroid Aviator Sunglasses 746,Polaroid,sunglasses,male,aviator,metal,brown,9452,"Коричневые мужские очки формы авиаторы, металлическая оправа, UV400.",4.03,1062
Guess Rectangular Sunglasses 747,Guess,sunglasses,unisex,rectangular,acetate,blue,12990,"Синие унисекс очки формы прямоугольные, ацетатная оправа, UV400.",4.51,1628
Carrera Cat-Eye Sunglasses 748,Carrera,sunglasses,male,cat-eye,metal,black,4919,"Черные мужские очки формы кошачий глаз, металлическая оправа, UV400.",4.59,29175
Oakley Aviator Sunglasses 749,Oakley,sunglasses,female,aviator,acetate,gold,13681,"Золотые женские очки формы авиаторы, ацетатная оправа, UV400.",4.93,13649
Carrera Aviator Sunglasses 750,Carrera,sunglasses,unisex,aviator,plastic,blue,10167,"Синие унисекс очки формы авиаторы, пластиковая оправа, UV400.",3.85,2326
Vogue Round Sunglasses 751,Vogue,sunglasses,male,round,metal,blue,3158,"Синие мужские очки формы круглые, металлическая оправа, UV400.",4.67,17441
Guess Round Sunglasses 752,Guess,sunglasses,male,round,acetate,blue,5575,"Синие мужские очки формы круглые, ацетатная оправа, UV400.",4.48,5882
Guess Aviator Sunglasses 753,Guess,sunglasses,unisex,aviator,plastic,blue,12550,"Синие унисекс очки формы авиаторы, пластиковая оправа, UV400.",4.35,21818
Guess Round Sunglasses 754,Guess,sunglasses,male,round,acetate,brown,8079,"Коричневые мужские очки формы круглые, ацетатная оправа, UV400.",4.41,21566
Polaroid Cat-Eye Sunglasses 755,Polaroid,sunglasses,unisex,cat-eye,plastic,silver,6663,"Серебристые унисекс очки формы кошачий глаз, пластиковая оправа, UV400.",4.46,10658
Carrera Rectangular Sunglasses 756,Carrera,sunglasses,female,rectangular,acetate,gold,5443,"Золотые женские очки формы прямоугольные, ацетатная оправа, UV400.",4.48,7029
Guess Square Sunglasses 757,Guess,sunglasses,unisex,square,plastic,gold,8831,"Золотые унисекс очки формы квадратные, пластиковая оправа, UV400.",4.95,26
Ray-Ban Cat-Eye Sunglasses 758,Ray-Ban,sunglasses,female,cat-eye,acetate,black,3713,"Черные женские очки формы кошачий глаз, ацетатная оправа, UV400.",4.99,9910
Ray-Ban Round Sunglasses 759,Ray-Ban,sunglasses,female,round,plastic,brown,1855,"Коричневые женские очки формы круглые, пластиковая оправа, UV400.",4.73,22620
Vogue Cat-Eye Sunglasses 760,Vogue,sunglasses,unisex,cat-eye,acetate,blue,10865,"Синие унисекс очки формы кошачий глаз, ацетатная оправа, UV400.",3.99,1256
Prada Round Sunglasses 761,Prada,sunglasses,female,round,plastic,brown,7514,"Коричневые женские очки формы круглые, пластиковая оправа, UV400.",4.87,8207
SOJOS Square Sunglasses 762,SOJOS,sunglasses,female,square,acetate,black,8050,"Черные женские очки формы квадратные, ацетатная оправа, UV400.",4.48,7144
Oakley Square Sunglasses 763,Oakley,sunglasses,unisex,square,metal,silver,9499,"Серебристые унисекс очки формы квадратные, металлическая оправа, UV400.",4.79,22616
